file_name,nan_count,shape,n_residues_with_nan
8Y0U_1_C1.npy,0,"(3221, 7, 3)",0
4V7L_1_DA.npy,0,"(2800, 7, 3)",0
5GXI_1_B.npy,15,"(5, 7, 3)",1
2C0B_1_R.npy,15,"(11, 7, 3)",1
7AZS_1_ASIA.npy,0,"(69, 7, 3)",0
8UIS_1_P.npy,0,"(14, 7, 3)",0
9AXT_1_B2.npy,0,"(3212, 7, 3)",0
5MSG_1_M.npy,0,"(4, 7, 3)",0
4FB0_1_A.npy,24,"(393, 7, 3)",3
4RUM_1_A.npy,15,"(92, 7, 3)",1
7ABZ_1_2.npy,0,"(1529, 7, 3)",0
4V6G_1_BA.npy,0,"(2885, 7, 3)",0
2IZ8_1_R.npy,0,"(16, 7, 3)",0
5ZLU_1_DD.npy,0,"(72, 7, 3)",0
8BN3_1_2.npy,0,"(1737, 7, 3)",0
5AFI_1_a.npy,0,"(1528, 7, 3)",0
4WZJ_1_VV.npy,0,"(68, 7, 3)",0
5D0B_1_F.npy,0,"(16, 7, 3)",0
4V6F_1_BA.npy,0,"(1516, 7, 3)",0
7D7W_1_A.npy,0,"(51, 7, 3)",0
6BZ8_1_QA.npy,0,"(1500, 7, 3)",0
9G7C_1_A.npy,0,"(224, 7, 3)",0
7A5I_1_A6.npy,0,"(928, 7, 3)",0
7AM2_1_1.npy,6,"(797, 7, 3)",2
7Y7G_1_A.npy,0,"(1509, 7, 3)",0
8WML_1_R.npy,0,"(38, 7, 3)",0
8FZI_1_z.npy,0,"(8, 7, 3)",0
8D2P_1_B.npy,0,"(101, 7, 3)",0
6GSJ_1_13.npy,0,"(1500, 7, 3)",0
7PNV_1_A.npy,0,"(947, 7, 3)",0
8XXL_1_S2.npy,54,"(1723, 7, 3)",18
7VBA_1_R.npy,0,"(8, 7, 3)",0
8BH9_1_B.npy,0,"(12, 7, 3)",0
3BWP_1_A.npy,21,"(356, 7, 3)",7
6RJG_1_D.npy,0,"(78, 7, 3)",0
6ZXH_1_2.npy,0,"(1577, 7, 3)",0
5U0A_1_K.npy,0,"(59, 7, 3)",0
6XMF_1_C.npy,0,"(109, 7, 3)",0
6SGB_1_CA.npy,507,"(608, 7, 3)",169
6CU1_1_A.npy,0,"(79, 7, 3)",0
7MQA_1_L1.npy,0,"(1570, 7, 3)",0
4UN3_1_A.npy,0,"(81, 7, 3)",0
7KGA_1_B.npy,0,"(90, 7, 3)",0
6HIY_1_CA.npy,0,"(478, 7, 3)",0
7YEY_1_B.npy,0,"(8, 7, 3)",0
7MPN_1_B.npy,0,"(2, 7, 3)",0
6WJS_1_X.npy,0,"(109, 7, 3)",0
7EIU_1_D.npy,0,"(6, 7, 3)",0
8Y0W_1_S2.npy,54,"(1735, 7, 3)",18
7LVK_1_I.npy,0,"(2876, 7, 3)",0
5EMF_1_A.npy,0,"(8, 7, 3)",0
8CSS_1_A.npy,0,"(844, 7, 3)",0
2UUB_1_A.npy,0,"(1512, 7, 3)",0
6ZU5_1_S60.npy,0,"(1336, 7, 3)",0
5US2_1_B.npy,0,"(6, 7, 3)",0
6P5I_1_1.npy,0,"(205, 7, 3)",0
7OYB_1_71.npy,0,"(120, 7, 3)",0
8DH0_1_G.npy,0,"(8, 7, 3)",0
4V8C_1_BA.npy,0,"(2909, 7, 3)",0
2B2G_1_R.npy,0,"(16, 7, 3)",0
8V9K_1_y.npy,0,"(68, 7, 3)",0
8EOT_1_R.npy,0,"(13, 7, 3)",0
8AM9_1_a.npy,0,"(2731, 7, 3)",0
4V69_1_AY.npy,0,"(76, 7, 3)",0
5UZA_1_X.npy,0,"(69, 7, 3)",0
8G7P_1_a.npy,0,"(1518, 7, 3)",0
6GC0_1_A.npy,0,"(2729, 7, 3)",0
5E7K_1_14.npy,0,"(2861, 7, 3)",0
8I0V_1_B.npy,0,"(98, 7, 3)",0
8C00_1_2.npy,0,"(1425, 7, 3)",0
7LH5_1_BA.npy,0,"(2824, 7, 3)",0
6OJ2_1_QY.npy,0,"(75, 7, 3)",0
8Z85_1_D.npy,0,"(13, 7, 3)",0
9AXT_1_B3.npy,0,"(119, 7, 3)",0
5EEU_1_W.npy,0,"(44, 7, 3)",0
8EG7_1_R.npy,0,"(10, 7, 3)",0
6XHX_1_1A.npy,0,"(2861, 7, 3)",0
3JAN_1_4.npy,0,"(206, 7, 3)",0
7ABG_1_5.npy,0,"(114, 7, 3)",0
8FCJ_1_M.npy,0,"(63, 7, 3)",0
7EQG_1_M.npy,0,"(58, 7, 3)",0
8AUV_1_B.npy,0,"(12, 7, 3)",0
5IT7_1_2.npy,42,"(1780, 7, 3)",14
8C6J_1_5.npy,0,"(113, 7, 3)",0
7VYX_1_D.npy,0,"(91, 7, 3)",0
8CQW_1_CM.npy,0,"(1765, 7, 3)",0
4WQR_1_1K.npy,0,"(73, 7, 3)",0
7SYP_1_z.npy,0,"(249, 7, 3)",0
8UTA_1_R.npy,0,"(128, 7, 3)",0
7OI3_1_B.npy,0,"(6, 7, 3)",0
6BJV_1_C.npy,0,"(21, 7, 3)",0
8T2A_1_R.npy,0,"(90, 7, 3)",0
7AFK_1_1.npy,0,"(453, 7, 3)",0
8PSN_1_V.npy,0,"(13, 7, 3)",0
6N9V_1_P.npy,0,"(5, 7, 3)",0
5O60_1_B.npy,0,"(118, 7, 3)",0
4V4H_1_DB.npy,0,"(2841, 7, 3)",0
4V6W_1_A7.npy,0,"(120, 7, 3)",0
7S1J_1_I.npy,0,"(2874, 7, 3)",0
8DVU_1_B.npy,0,"(36, 7, 3)",0
8YEO_1_C.npy,0,"(60, 7, 3)",0
7NAS_1_A.npy,0,"(969, 7, 3)",0
8QXD_1_4.npy,3,"(124, 7, 3)",1
8I0W_1_G.npy,0,"(18, 7, 3)",0
8P2F_1_a.npy,0,"(1519, 7, 3)",0
5XH7_1_B.npy,15,"(40, 7, 3)",1
8EUY_1_6.npy,0,"(56, 7, 3)",0
2DEU_1_D.npy,0,"(74, 7, 3)",0
8HL3_1_A5S.npy,0,"(122, 7, 3)",0
3JBN_1_AB.npy,0,"(118, 7, 3)",0
8P7B_1_T.npy,6,"(68, 7, 3)",2
8PSZ_1_D.npy,0,"(14, 7, 3)",0
8CDR_1_Bb.npy,0,"(75, 7, 3)",0
8A98_1_3.npy,0,"(160, 7, 3)",0
4DV6_1_A.npy,0,"(1498, 7, 3)",0
5FJ4_1_H.npy,0,"(35, 7, 3)",0
8PSZ_1_S.npy,0,"(13, 7, 3)",0
2C4Z_1_R.npy,0,"(15, 7, 3)",0
8UU9_1_B.npy,0,"(114, 7, 3)",0
7K98_1_C.npy,18,"(77, 7, 3)",2
6TFE_1_A.npy,0,"(52, 7, 3)",0
6RT6_1_E.npy,0,"(1, 7, 3)",0
8Y39_1_a.npy,0,"(1479, 7, 3)",0
5IMQ_1_D.npy,0,"(2889, 7, 3)",0
9FMD_1_5.npy,0,"(92, 7, 3)",0
5T2A_1_F.npy,0,"(71, 7, 3)",0
6FF7_1_6.npy,0,"(95, 7, 3)",0
7VTN_1_B.npy,0,"(56, 7, 3)",0
8UIW_1_N.npy,0,"(121, 7, 3)",0
7V2M_1_A.npy,0,"(1486, 7, 3)",0
8D9L_1_C.npy,0,"(65, 7, 3)",0
7REX_1_C.npy,3,"(30, 7, 3)",1
5E54_1_B.npy,0,"(68, 7, 3)",0
8PFG_1_R.npy,0,"(12, 7, 3)",0
6WQN_1_1.npy,9,"(2687, 7, 3)",3
5Y88_1_D.npy,0,"(101, 7, 3)",0
2ZM6_1_A.npy,0,"(1506, 7, 3)",0
5XC6_1_D.npy,18,"(6, 7, 3)",1
7Z3O_1_2.npy,0,"(1765, 7, 3)",0
6W6P_1_B.npy,0,"(116, 7, 3)",0
6ZU5_1_L70.npy,0,"(119, 7, 3)",0
5LZB_1_y.npy,0,"(91, 7, 3)",0
3G4S_1_0.npy,24,"(2749, 7, 3)",8
7XG4_1_I.npy,0,"(60, 7, 3)",0
8TDW_1_K.npy,0,"(6, 7, 3)",0
5O69_1_A.npy,0,"(39, 7, 3)",0
3X1L_1_I.npy,0,"(32, 7, 3)",0
7P7T_1_B.npy,0,"(114, 7, 3)",0
7PLI_1_L.npy,18,"(22, 7, 3)",2
5H5U_1_h.npy,0,"(1534, 7, 3)",0
6W6L_1_v.npy,0,"(76, 7, 3)",0
7CPJ_1_a.npy,0,"(1527, 7, 3)",0
8XT3_1_L1.npy,0,"(1500, 7, 3)",0
6WUB_1_a.npy,0,"(1121, 7, 3)",0
7QGN_1_0.npy,0,"(1532, 7, 3)",0
8CD1_1_B.npy,0,"(120, 7, 3)",0
5O6U_1_A.npy,15,"(43, 7, 3)",1
1VQ6_1_0.npy,24,"(2749, 7, 3)",8
8WT6_1_E.npy,0,"(59, 7, 3)",0
5ZEB_1_v.npy,0,"(77, 7, 3)",0
5CD4_1_L.npy,0,"(60, 7, 3)",0
7N1P_1_Dt.npy,0,"(68, 7, 3)",0
5UZ4_1_A.npy,3,"(1527, 7, 3)",1
7Q4P_1_2.npy,0,"(31, 7, 3)",0
6O75_1_C.npy,0,"(1, 7, 3)",0
5AH5_1_D.npy,0,"(81, 7, 3)",0
6M7K_1_B.npy,0,"(3, 7, 3)",0
8K2C_1_S2.npy,54,"(1740, 7, 3)",18
7SYH_1_2.npy,0,"(1697, 7, 3)",0
1U0B_1_A.npy,0,"(74, 7, 3)",0
8Y80_1_C.npy,0,"(21, 7, 3)",0
6QNQ_1_14.npy,0,"(2868, 7, 3)",0
4AL6_1_B.npy,18,"(16, 7, 3)",2
2DET_1_C.npy,0,"(70, 7, 3)",0
4V87_1_BB.npy,0,"(87, 7, 3)",0
8D8L_1_a.npy,0,"(1506, 7, 3)",0
6STY_1_F.npy,0,"(2, 7, 3)",0
3P49_1_A.npy,0,"(169, 7, 3)",0
7AZO_1_23SA.npy,0,"(2878, 7, 3)",0
3G78_1_A.npy,0,"(389, 7, 3)",0
8ZNR_1_L.npy,0,"(56, 7, 3)",0
2BH2_1_C.npy,0,"(29, 7, 3)",0
4QG3_1_B.npy,0,"(80, 7, 3)",0
8OVJ_1_S4.npy,0,"(20, 7, 3)",0
4WQY_1_DA.npy,0,"(1501, 7, 3)",0
8A22_1_A8.npy,0,"(350, 7, 3)",0
4ZDP_1_E.npy,0,"(74, 7, 3)",0
5JVH_1_Y.npy,0,"(120, 7, 3)",0
5T2A_1_D.npy,0,"(119, 7, 3)",0
8XSX_1_S2.npy,54,"(1740, 7, 3)",18
7C79_1_A.npy,0,"(331, 7, 3)",0
6HA1_1_A.npy,6,"(2887, 7, 3)",2
4ZT0_1_D.npy,0,"(72, 7, 3)",0
7KKV_1_B.npy,0,"(59, 7, 3)",0
5XY3_1_3.npy,0,"(117, 7, 3)",0
7K9Y_1_H.npy,0,"(4, 7, 3)",0
7PH9_1_3.npy,6,"(2878, 7, 3)",2
8KI7_1_E.npy,0,"(10, 7, 3)",0
8A22_1_B4.npy,0,"(332, 7, 3)",0
8P2K_1_AI.npy,0,"(3, 7, 3)",0
7UG7_1_23.npy,0,"(2879, 7, 3)",0
9G8O_1_S2.npy,63,"(1739, 7, 3)",21
4WC6_1_B.npy,0,"(75, 7, 3)",0
8QBT_1_5.npy,0,"(77, 7, 3)",0
5ON2_1_B.npy,0,"(85, 7, 3)",0
6EVJ_1_M.npy,0,"(3, 7, 3)",0
4IO9_1_X.npy,0,"(2686, 7, 3)",0
7ZJX_1_S.npy,0,"(46, 7, 3)",0
1EIY_1_C.npy,0,"(76, 7, 3)",0
5MMJ_1_a.npy,0,"(1484, 7, 3)",0
6YYM_1_B.npy,0,"(12, 7, 3)",0
7CHD_1_I.npy,0,"(70, 7, 3)",0
5ND8_1_a.npy,0,"(1542, 7, 3)",0
8K0Q_1_C.npy,0,"(542, 7, 3)",0
4V8X_1_AA.npy,0,"(1504, 7, 3)",0
8ACP_1_R.npy,0,"(81, 7, 3)",0
6SJD_1_D.npy,0,"(17, 7, 3)",0
6DDG_1_1.npy,6,"(2646, 7, 3)",2
8CGR_1_A.npy,0,"(1052, 7, 3)",0
9ENF_1_C.npy,0,"(91, 7, 3)",0
6W5C_1_B.npy,0,"(50, 7, 3)",0
5FMZ_1_H.npy,0,"(12, 7, 3)",0
5F0Q_1_C.npy,0,"(5, 7, 3)",0
8D71_1_B.npy,15,"(11, 7, 3)",1
6GTG_1_B.npy,0,"(41, 7, 3)",0
7OF7_1_A.npy,0,"(1373, 7, 3)",0
8R8M_1_Z.npy,0,"(71, 7, 3)",0
6KOP_1_I.npy,0,"(9, 7, 3)",0
4CSU_1_A.npy,6,"(115, 7, 3)",2
5FQ5_1_A.npy,15,"(83, 7, 3)",1
6Q98_1_2.npy,3,"(1523, 7, 3)",1
8GAN_1_K.npy,0,"(43, 7, 3)",0
6P7N_1_B.npy,15,"(26, 7, 3)",1
8X5D_1_O.npy,0,"(47, 7, 3)",0
6AEB_1_E.npy,0,"(95, 7, 3)",0
4LCK_1_B.npy,6,"(75, 7, 3)",2
8ITS_1_A.npy,0,"(46, 7, 3)",0
6GZ4_1_Bw.npy,0,"(76, 7, 3)",0
6ERI_1_Ax.npy,0,"(118, 7, 3)",0
8RCL_1_W.npy,0,"(67, 7, 3)",0
2D3O_1_0.npy,0,"(2802, 7, 3)",0
6GSM_1_2.npy,42,"(1798, 7, 3)",14
7AZS_1_ASIB.npy,0,"(72, 7, 3)",0
6WOO_1_2.npy,42,"(1780, 7, 3)",14
4V7L_1_DB.npy,0,"(118, 7, 3)",0
7PMQ_1_E.npy,0,"(42, 7, 3)",0
7OIC_1_A.npy,0,"(1383, 7, 3)",0
9F9S_1_CM.npy,0,"(41, 7, 3)",0
7S4V_1_B.npy,0,"(98, 7, 3)",0
8H6L_1_4A.npy,0,"(128, 7, 3)",0
6ZMO_1_S2.npy,54,"(1740, 7, 3)",18
5EL7_1_1H.npy,0,"(2833, 7, 3)",0
6OGI_1_1.npy,0,"(2903, 7, 3)",0
4V5V_1_AK.npy,0,"(70, 7, 3)",0
8D2L_1_B.npy,0,"(96, 7, 3)",0
6EXV_1_P.npy,0,"(14, 7, 3)",0
1IL2_1_C.npy,0,"(67, 7, 3)",0
6NY3_1_B.npy,0,"(110, 7, 3)",0
7QTL_1_V.npy,0,"(13, 7, 3)",0
7MSH_1_B.npy,0,"(115, 7, 3)",0
5MLC_1_B.npy,0,"(120, 7, 3)",0
7ZPI_1_B.npy,0,"(55, 7, 3)",0
7A5I_1_99.npy,0,"(73, 7, 3)",0
7MJV_1_E.npy,0,"(14, 7, 3)",0
7NWT_1_5.npy,0,"(70, 7, 3)",0
8DZJ_1_E.npy,0,"(153, 7, 3)",0
5J8A_1_DA.npy,0,"(2873, 7, 3)",0
4V4Z_1_BB.npy,0,"(123, 7, 3)",0
8HL2_1_A16S.npy,0,"(1492, 7, 3)",0
5L3P_1_y.npy,0,"(66, 7, 3)",0
5WIT_1_1w.npy,0,"(66, 7, 3)",0
8U5T_1_A.npy,0,"(36, 7, 3)",0
7C07_1_O.npy,0,"(5, 7, 3)",0
7MQA_1_L2.npy,0,"(177, 7, 3)",0
4CQN_1_E.npy,0,"(79, 7, 3)",0
7BOH_1_A.npy,0,"(1517, 7, 3)",0
6VUH_1_A.npy,0,"(33, 7, 3)",0
8YUS_1_X.npy,0,"(66, 7, 3)",0
430D_1_A.npy,0,"(28, 7, 3)",0
6ZQC_1_D3.npy,0,"(1327, 7, 3)",0
8JFT_1_B.npy,0,"(86, 7, 3)",0
7M57_1_x.npy,12,"(2, 7, 3)",1
8QRM_1_A.npy,0,"(950, 7, 3)",0
4Y4O_1_2B.npy,0,"(120, 7, 3)",0
6GSJ_1_1G.npy,0,"(1490, 7, 3)",0
8EUP_1_6.npy,0,"(55, 7, 3)",0
6WD6_1_2.npy,0,"(120, 7, 3)",0
5FJ0_1_C.npy,0,"(19, 7, 3)",0
6D90_1_4.npy,0,"(194, 7, 3)",0
6T7T_1_7.npy,0,"(76, 7, 3)",0
4X4S_1_D.npy,0,"(30, 7, 3)",0
5SZE_1_C.npy,18,"(3, 7, 3)",1
8KDA_1_N.npy,0,"(73, 7, 3)",0
4V5C_1_BA.npy,0,"(2807, 7, 3)",0
4U4O_1_2.npy,0,"(1750, 7, 3)",0
9D0J_1_1x.npy,0,"(71, 7, 3)",0
8V1H_1_A.npy,3,"(71, 7, 3)",1
5L3P_1_x.npy,0,"(73, 7, 3)",0
1HNW_1_X.npy,0,"(6, 7, 3)",0
5WIT_1_1A.npy,0,"(2860, 7, 3)",0
7MQC_1_J.npy,0,"(2, 7, 3)",0
8U3B_1_3.npy,0,"(2, 7, 3)",0
4V5B_1_BA.npy,0,"(1530, 7, 3)",0
8UT0_1_B.npy,0,"(121, 7, 3)",0
6M6C_1_R.npy,0,"(10, 7, 3)",0
7LVK_1_J.npy,0,"(118, 7, 3)",0
6GSK_1_2K.npy,0,"(75, 7, 3)",0
6SCF_1_L.npy,0,"(4, 7, 3)",0
6NEQ_1_A.npy,0,"(952, 7, 3)",0
5DH8_1_A.npy,0,"(48, 7, 3)",0
7K53_1_6.npy,0,"(77, 7, 3)",0
5KI6_1_B.npy,0,"(9, 7, 3)",0
6C4I_1_B.npy,0,"(120, 7, 3)",0
8KBF_1_C.npy,0,"(3, 7, 3)",0
6ORD_1_XY.npy,0,"(76, 7, 3)",0
3MIJ_1_A.npy,0,"(12, 7, 3)",0
7NUN_1_C.npy,0,"(8, 7, 3)",0
6P5I_1_2.npy,0,"(1697, 7, 3)",0
7Q08_1_3.npy,0,"(121, 7, 3)",0
8FZI_1_x.npy,0,"(67, 7, 3)",0
4WFN_1_Y.npy,0,"(122, 7, 3)",0
8K82_1_C2.npy,0,"(1771, 7, 3)",0
3B4B_1_B.npy,3,"(123, 7, 3)",1
6GC0_1_B.npy,0,"(119, 7, 3)",0
6WHI_1_M.npy,0,"(60, 7, 3)",0
8G7P_1_B.npy,0,"(120, 7, 3)",0
8OPL_1_Bh.npy,0,"(5, 7, 3)",0
4V6F_1_BC.npy,0,"(75, 7, 3)",0
8RUK_1_A.npy,27,"(388, 7, 3)",4
9EY1_1_T.npy,0,"(68, 7, 3)",0
6XJQ_1_A.npy,0,"(58, 7, 3)",0
1FFY_1_T.npy,0,"(75, 7, 3)",0
8CGN_1_c.npy,0,"(1600, 7, 3)",0
4V5S_1_AW.npy,0,"(76, 7, 3)",0
8DP3_1_R.npy,0,"(90, 7, 3)",0
6WZS_1_A.npy,3,"(62, 7, 3)",1
8Y0U_1_C3.npy,0,"(158, 7, 3)",0
4W92_1_C.npy,18,"(96, 7, 3)",1
7MT3_1_a.npy,0,"(1512, 7, 3)",0
6OJ2_1_RA.npy,0,"(2882, 7, 3)",0
4W2I_1_CY.npy,0,"(66, 7, 3)",0
6GZ5_1_Bv.npy,0,"(76, 7, 3)",0
7SYL_1_z.npy,0,"(162, 7, 3)",0
2WJ8_1_o.npy,0,"(7, 7, 3)",0
1Q82_1_A.npy,24,"(2754, 7, 3)",8
4LCK_1_C.npy,0,"(102, 7, 3)",0
5NG6_1_D.npy,15,"(25, 7, 3)",1
6YL5_1_C.npy,0,"(25, 7, 3)",0
6RLP_1_q.npy,0,"(3, 7, 3)",0
6KQD_1_I.npy,0,"(3, 7, 3)",0
8INK_1_3.npy,0,"(115, 7, 3)",0
8UQM_1_B.npy,0,"(76, 7, 3)",0
5EPI_1_P.npy,0,"(12, 7, 3)",0
6B4V_1_B.npy,0,"(2869, 7, 3)",0
7AC7_1_7.npy,0,"(66, 7, 3)",0
5O60_1_A.npy,0,"(3119, 7, 3)",0
8FZE_1_a.npy,0,"(1517, 7, 3)",0
7Z26_1_E.npy,0,"(3, 7, 3)",0
4RMO_1_P.npy,0,"(44, 7, 3)",0
5TZS_1_1.npy,0,"(515, 7, 3)",0
8OI5_1_AU.npy,0,"(156, 7, 3)",0
7S1G_1_A.npy,0,"(76, 7, 3)",0
9DN4_1_E.npy,0,"(20, 7, 3)",0
4YZV_1_QA.npy,0,"(1511, 7, 3)",0
6N7R_1_R.npy,6,"(558, 7, 3)",1
6R7Q_1_K.npy,0,"(1698, 7, 3)",0
6PRV_1_D.npy,0,"(57, 7, 3)",0
6YFT_1_SV.npy,0,"(20, 7, 3)",0
6HAU_1_D.npy,0,"(6, 7, 3)",0
7N06_1_H.npy,15,"(3, 7, 3)",1
8DK7_1_C.npy,0,"(34, 7, 3)",0
5DQK_1_A.npy,0,"(48, 7, 3)",0
4JXZ_1_B.npy,0,"(71, 7, 3)",0
7D4I_1_SA.npy,0,"(1337, 7, 3)",0
6NUO_1_YA.npy,0,"(2883, 7, 3)",0
6OST_1_1.npy,0,"(2881, 7, 3)",0
7CGM_1_B.npy,0,"(8, 7, 3)",0
5HCQ_1_1A.npy,0,"(2746, 7, 3)",0
8SCZ_1_B.npy,0,"(59, 7, 3)",0
8BTR_1_v.npy,0,"(75, 7, 3)",0
8OZG_1_K.npy,0,"(18, 7, 3)",0
7EOJ_1_A.npy,0,"(48, 7, 3)",0
4PMI_1_A.npy,3,"(40, 7, 3)",1
8S8J_1_1.npy,0,"(64, 7, 3)",0
6ZSC_1_XA.npy,0,"(1500, 7, 3)",0
6OON_1_B.npy,15,"(12, 7, 3)",1
7OIF_1_z.npy,0,"(86, 7, 3)",0
8EY7_1_B.npy,0,"(6, 7, 3)",0
8PSZ_1_P.npy,0,"(13, 7, 3)",0
7WVJ_1_E.npy,0,"(46, 7, 3)",0
4WSD_1_1K.npy,0,"(70, 7, 3)",0
3RG5_1_A.npy,0,"(86, 7, 3)",0
7Y2B_1_S.npy,0,"(13, 7, 3)",0
7DUL_1_A.npy,0,"(1498, 7, 3)",0
6IR9_1_P.npy,0,"(16, 7, 3)",0
8HRB_1_Y.npy,0,"(17, 7, 3)",0
7M2T_1_ff.npy,0,"(10, 7, 3)",0
8Y39_1_B.npy,0,"(115, 7, 3)",0
7P7U_1_D.npy,0,"(77, 7, 3)",0
1JGO_1_C.npy,0,"(62, 7, 3)",0
3NPQ_1_C.npy,0,"(50, 7, 3)",0
5ZC9_1_B.npy,0,"(10, 7, 3)",0
6O3M_1_QV.npy,0,"(77, 7, 3)",0
7UG7_1_Dt.npy,0,"(72, 7, 3)",0
4V9C_1_DA.npy,0,"(2897, 7, 3)",0
8G6Y_1_a.npy,0,"(2729, 7, 3)",0
6H58_1_ww.npy,0,"(77, 7, 3)",0
5T2A_1_E.npy,0,"(169, 7, 3)",0
8PJ4_1_7.npy,0,"(57, 7, 3)",0
8XZQ_1_A.npy,0,"(52, 7, 3)",0
6UO1_1_1x.npy,0,"(72, 7, 3)",0
8WI9_1_a.npy,0,"(1515, 7, 3)",0
1OND_1_0.npy,0,"(2765, 7, 3)",0
6O3M_1_QA.npy,0,"(1500, 7, 3)",0
8QLP_1_C.npy,0,"(21, 7, 3)",0
4V9B_1_DA.npy,0,"(2906, 7, 3)",0
8G2D_1_2v.npy,0,"(13, 7, 3)",0
8JH4_1_P.npy,0,"(10, 7, 3)",0
7AQD_1_B.npy,0,"(112, 7, 3)",0
6WQN_1_2.npy,0,"(111, 7, 3)",0
6LT7_1_F.npy,0,"(49, 7, 3)",0
4V8H_1_BA.npy,0,"(2837, 7, 3)",0
4V99_1_F7.npy,0,"(17, 7, 3)",0
6DPN_1_b.npy,0,"(2, 7, 3)",0
1VVJ_1_XA.npy,0,"(1501, 7, 3)",0
6UQ0_1_R.npy,0,"(9, 7, 3)",0
6W6P_1_a.npy,0,"(1523, 7, 3)",0
6TQB_1_B.npy,0,"(19, 7, 3)",0
6VBW_1_K.npy,15,"(61, 7, 3)",1
